Title,Link,Description,Date,Article,News_Segment,Real_Date,Year,Day,Segment
"Polda Sulbar Tetapkan 3 ASN Tersangka Baru Kasus Korupsi PLTS Rp 322,6 Juta",https://www.detik.com/sulsel/hukum-dan-kriminal/d-6817572/polda-sulbar-tetapkan-3-asn-tersangka-baru-kasus-korupsi-plts-rp-3226-juta,"Polda Sulbar kembali menetapkan tersangka baru kasus dugaan tindak pidana korupsi pembangunan PLTS dengan kerugian negara Rp 322,6 juta.","detikSulselSelasa, 11 Jul 2023 17:53 WIB","Mamuju-Polda Sulawesi Barat (Sulbar) kembali menetapkan tersangka baru kasus dugaan tindak pidana korupsi pembangunan Pembangkit Listrik Tenaga Surya (PLTS) dengan kerugian negara Rp 322,6 juta. Ketiga tersangka ialah ASN Dinas ESDM Sulbar MA (50) dan LT (41) serta ASN Dinas ESDM Sulsel inisial DN (37).""ASN semua di ESDM. Satu ASN Sulsel, pada saat itu (pengerjaan proyek) dia di Sulbar kemudian sudah pindah ke Sulsel, ESDM juga,"" kata Kasubdit III Tipidkor Ditreskrimsus Polda Sulbar AKBP Hengky kepada wartawan, Selasa (11/7/2023).Hengky menuturkan dalam kasus korupsi proyek PLTS tahun 2018 tersebut ketiganya berperan sebagai panitia pemeriksa hasil pekerjaan (PPHP). Para tersangka memberikan data palsu terkait hasil pekerjaan proyek.ADVERTISEMENTSCROLL TO RESUME CONTENT""Tiga orang itu perannya selaku panitia pemeriksa hasil pekerjaan. Jadi kan volumenya (pekerjaan) itu tidak 100 persen tapi mereka tetap memberikan rekomendasi bahwa pekerjaan itu (telah selesai) 100 persen,"" terangnya.Baca juga:Sekdis ESDM Sulbar Ditetapkan Tersangka Korupsi Proyek PLTS Rp 322,6 JutaHengky mengaku telah mengantongi bukti kuat keterlibatan tiga tersangka di kasus tersebut. Ketiganya pun sudah ditahan penyidik di Polda Sulbar sejak Senin (26/6).""Kami sudah menemukan bukti yang cukup bahwa yang bersangkutan terlibat korupsi. (Ketia tersangka) ditahan sejak tanggal 26 Juni sampai dengan sekarang,"" jelasnya.Sebelumnya, polisi lebih dulu menetapkan Sekretaris Dinas (Sekdis) ESDM Sulbar Patrik Galampo sebagai tersangka kasus korupsi pembangunan PLTS tersebut. Perbuatan tersangka mengakibatkan kerugian negara sebesar Rp 322,6 juta.""Dinas ESDM Provinsi Sulbar pada tahun anggaran 2018 mengadakan kegiatan pembangunan pembangkit listrik tenaga surya di Mamuju yang dilaksanakan oleh PT Priyaka Karya,"" ujar Kabid Humas Polda Sulbar Kombes Syamsu Ridwan kepada wartawan, Jumat (23/6).Baca juga:4.599 Warga di Pulau Kodingareng Kini Nikmati Listrik PLTS Siang-MalamSyamsu mengatakan dugaan korupsi ini ditangani penyidik berdasarkan LP-A/26/II/2022/SPKT Ditkrimsus/Polda Sulbar pada 15 Februari 2022. Polisi juga menetapkan SP selaku penyedia jasa konstruksi di proyek tersebut sebagai tersangka.""Ditetapkan tersangka 16 Juni 2023, PG (Patrik Galampo) dan SP,"" terangnya.Syamsu menjelaskan PT Priya Karya mengerjakan proyek tersebut dengan nilai kontrak Rp 2.206.330.500 bertempat di Desa Kinatang, Kecamatan Bonehau, Mamuju. Hanya saja pengerjaannya tidak sesuai dengan rancangan anggaran belanja (RAB) dan kontrak sehingga menimbulkan kerugian negara.Simak Video ""Pimpinan Ponpes di Polman Ditangkap Usai Cabuli Santrinya""[Gambas:Video 20detik](ata/asm)korupsi pltsasn sulbar tersangka korupsimamujusulbarsulawesi barat","detikSulselSelasa,",2023-07-11 10:53:00+00:00,2023,Selasa,detikSulsel
Gas Melon Jadi Idola Nelayan Terdampak Rob di Demak,https://www.detik.com/jateng/bisnis/d-6814642/gas-melon-jadi-idola-nelayan-terdampak-rob-di-demak,"Akibat rob, mayoritas sawah warga kini dialihfungsikan menjadi tambak. Warga pun memilih gas melon sebagai bahan bakar karena lebih irit.","detikJatengSenin, 10 Jul 2023 10:43 WIB","Demak-Nelayan dan petambak di Dukuh Glondong, Desa Gebang, Kecamatan Bonang, Demak, terdampak rob sejak 1997. Akibat rob, mayoritas sawah warga kini dialihfungsikan menjadi tambak.Kehadiran gas melon sebagai bahan bakar perahu pun memperingan beban hidup warga setiap harinya. Sebab, bahan bakar gas melon lebih irit untuk perahu berukuran 4x1,5 meter yang dipakai warga melaut dan mengelola tambak. Selisih perbandingan setiap harinya dengan bensin, bahkan mencapai dua kali lipat menyesuaikan mesin yang digunakan.Kadus Glondong, Imron Suaidi, mengatakan selama tiga tahun terakhir ini rob berdampak parah bagi tambak-tambak warga. Dampaknya hasil tambak warga tak maksimal bahkan tak bisa dipanen.ADVERTISEMENTSCROLL TO RESUME CONTENT""Untuk jarak Dukuh Glondong sampai ke bibir pantai kurang lebihnya 4,5 kilometer. Untuk terdampak rob dari pertanian (sawah) beralih fungsi menjadi tambak di dukuh kami sejak tahun 1997/1998, akan tetapi mulai parahnya setelah menjadi tambak baru tiga tahun terakhir,"" ujar Imam saat dimintai konfirmasi, Minggu (10/7/2023).""Mulai parahnya terkena dampak rob/abrasi sekitar 3 tahunan ini. Tanggul-tanggul tambak mulai hilang dan para petani tambak hasilnya berkurang. Minimnya pendapatan hasil panen para petani tambak, semakin tahun semakin tambah parah,"" sambungnya.Baca juga:Setianya Mbah Tatik 25 Tahun Jualan Mainan Gerabah saat Grebeg Besar DemakSementara itu, Sekdes Gebang, Chrisna Ardiyanto mengatakan jumlah kepala keluarga (KK) di Dukuh Glondong sebanyak sekitar 300 KK. Mayoritas warga di dukuh tersebut merupakan nelayan dan petambak.""Hampir mayoritas nelayan, sebagian punya tambak. Ada hampir 300 KK,"" terangnya.Gas Melon Jadi PrimadonaSalah satu nelayan dan petambak, Rokimin (43), mengaku merasakan perbedaan menggunakan bahan bakar bensin dengan gas melon. Pria yang sudah melaut sejak usia 17 tahun ini biasa berangkat melaut sekitar pukul 07.00 WIB hingga petang sekitar pukul 18.00 WIB.Selain itu saat masa panen tambak ia juga harus menyedot air bercampur rob menggunakan mesin perahu. Perbedaan bahan bakar tersebut bisa satu gas melon ukuran 3 kilogram banding 9 liter bensin.""Setiap hari habis 5 liter pakai bahan bakar bensin. Setiap hari saya (dari Glondong) sampai ke perairan Sayung (Demak), Tambaklorok, Banjarkanal (Semarang). Kalau pakai tabung gas habisnya hanya satu,"" ujarnya, Jumat (7/7).""Kalau saya buat nyedot tambak, gas pol mulai sore sampai jam 13.00 WIB baru habis, tabung satu. Perbandingannya 9 liter bensin banding satu tabung gas melon,"" terangnya.Dia menyebut harga satu tabung gas melon atau LPG 3 kg sekitar Rp 23 ribu, sedangkan bensin satu liter Rp 12 ribu. Satu kali operasional perahu dia membutuhkan bensin sekitar 5 liter sedangkan bila menggunakan gas melon hanya membutuhkan satu tabung, sehingga dia bisa berhemat Rp 37 ribu sekali operasional.Baca juga:ESDM Jateng Tak Terbitkan Izin Baru Pengambilan Air Tanah Pabrik di SayungHal senada disampaikan nelayan lainnya, Masluri. Selain nelayan ia juga memiliki tambak udang panami seluas sekitar satu hektare. Tambak yang ia tanami itu seringkali terdampak rob yang mengakibatkan udang di dalamnya turut hanyut saat air pasang.""Ikannya pada hanyut hilang. Sebelah utara terdampak, relatif aman untuk sebelah selatan,"" ujar Masluri.Ia menjelaskan akibat rob hasil tambaknya kerap terjual murah karena minimnya pembeli. Bahkan, sertifikat tambaknya pun tak bisa buat agunan di bank.""Tambaknya nggak bisa disat, jual belinya itu murah, nggak bisa dipanen. Misalkan jual tahunan atau los itu tidak ada yang minat. Bahkan sertifikat aja dimasukkan ke bank aja nggak masuk, tidak bisa buat agunan,"" terang Rplo,om.""Tidak bisa dipanen, tidak bisa disat, (alternatifnya) pakai jaring naga tadi,"" imbuhnya.Selengkapnya di halaman berikut.Halaman123Selanjutnyademakenergi terbarukangas melonbahan bakarbisnis jatengbanjir rob demak","detikJatengSenin,",2023-07-10 03:43:00+00:00,2023,Senin,detikJateng
Pertamina Genjot Kapasitas PLTS di Area Operasi dan Kantor,https://finance.detik.com/energi/d-6811036/pertamina-genjot-kapasitas-plts-di-area-operasi-dan-kantor,Pertamina NRE tengah menggenjot kapasitas PLTS di area operasi dan kantor Pertamina Group.,"detikFinanceJumat, 07 Jul 2023 15:25 WIB","Jakarta-PT Pertamina(Persero) melalui anak usahanya PT Pertamina New & Renewable Energy (NRE) terus meningkatkan kapasitas Pembangkit Listrik Tenaga Surya (PLTS) di area operasi dan kantor Pertamina Group. Pada 2022, kapasitas PLTS Pertamina di area Pertamina Group naik drastis mencapai 267%.""Pertamina NRE merupakan ujung tombak transisi energi di Pertamina group. Bisnis utama Pertamina NRE yang fokus di pengembangan energi hijau berkontribusi signifikan terhadap upaya dekarbonisasi yang dilakukan Pertamina, terutama dari aktivitas penyediaan listrik yang berbasis energi hijau,"" ujar Corporate Secretary Pertamina NRE Dicky Septriadi dikutip dari situs Pertamina, Jumat (7/7/2023).Baca juga:Menteri ESDM Ungkap Alasan Aturan PLTS Atap DirevisiDi akhir tahun 2021 PLTS internal Pertamina grup mencapai 7,8 MWp dan pada akhir tahun 2022 telah mencapai total 28,6 MWp atau naik 267 persen. Sedangkan penurunan emisi dari PLTS internal pada akhir tahun 2022 mencapai sebesar 7.316 ton setara CO2. Penurunan tersebut bertambah sebesar 38 persen dibandingkan pada akhir tahun sebelumnya.ADVERTISEMENTSCROLL TO RESUME CONTENTKhusus di internal Pertamina Group, hingga akhir 2022 PLTS telah terpasang di lebih dari 20 titik yang terdiri dari area operasi hulu migas, kilang, terminal BBM, terminal LPG, DPPU, perkantoran, serta perumahan. Kapasitas PLTS berskala besar di Rokan di mana fase 1 sebesar 26 MWp telah mulai konstruksi dan telah terpasang 17 MWp.Di samping itu, Pertamina NRE juga mendukung upaya dekarbonisasi di garda terdepan Pertamina, yaitu SPBU. Saat ini PLTS Atap telah terpasang di 332 titik SPBU Pertamina dengan kapasitas total sekitar 1,7 MWp.Pertamina Group memiliki aspirasi net zero emission paling lambat tahun 2060 untuk cakupan 1 dan 2. Target tersebut dicapai melalui dua inisiatif strategis, yaitu melakukan dekarbonisasi terhadap bisnis yang dijalankannya, serta membangun bisnis baru yang lebih ramah lingkungan.""Kita fokus pada akselerasi energi hijau, terus melaju mengawal transisi energi, bukan hanya untuk Pertamina, tapi untuk Indonesia,"" tutup Dicky.Senada dengan hal tersebut, Vice President Corporate Communication PT Pertamina (Persero), Fadjar Djoko Santoso menjelaskan Pertamina telah mengembangkan inisiatif strategis untuk memperluas pemanfaatan energi baru terbarukan untuk mencapai target Net Zero Emission 2060. Melalui subholding PNRE ini, Pertamina mendorong seluruh entitas dalam Pertamina Grup untuk mendukung transisi energi tersebut.""Proyek pengembangan EBT terus berlanjut, termasuk PLTS. Pemanfaatan di lingkungan Pertamina Group menunjukan komitmen kami dalam mendorong keberlanjutan. Selain itu, Pertamina juga tetap berkolaborasi dengan berbagai industri, sehingga pengembangan EBT semakin luas,"" ungkap Fadjar.(rrd/hns)pertaminapertamina nrepltspertamina'","detikFinanceJumat,",2023-07-07 08:25:00+00:00,2023,Jumat,detikFinance
BUMN Bikin TKDN di Ekosistem Kendaraan Listrik Makin Ngegas,https://finance.detik.com/energi/d-6807620/bumn-bikin-tkdn-di-ekosistem-kendaraan-listrik-makin-ngegas,PT Sucofindo mendukung pemerintah melakukan percepatan pengembangan ekosistem kendaraan listrik melalui layanan Tingkat Komponen Dalam Negeri (TKDN).,"detikFinanceRabu, 05 Jul 2023 15:38 WIB","Jakarta-PT Sucofindo mendukung pemerintah melakukan percepatan pengembangan ekosistem kendaraan listrik melalui layanan Tingkat Komponen Dalam Negeri (TKDN). Hal ini sejalan dengan Peraturan Presiden No 55/2019 tentang Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai untuk Transportasi Jalan.""Untuk mendukung realisasi target pemerintah tersebut Sucofindo memiliki layanan verifikasi dan konsultansi TKDN untuk kendaraan listrik. Nantinya, dengan implementasi program ini mampu membantu Indonesia mencapai kualitas udara serta lingkungan yang lebih baik,"" ujar Direktur Komersial Sucofindo Darwin Abas di Jakarta, Rabu (5/7/2023).Selain ditunjuk sebagai lembaga verifikator untuk kendaraan listrik dan penunjangnya, Sucofindo juga turut berperan dalam program pemerintah untuk menekan emisi gas rumah kaca sebagai verifikasi masterlist saat awal pembangunan PLTU.ADVERTISEMENTSCROLL TO RESUME CONTENT""Kami melakukan monitoring atas komitmen TKDN dari pembangunan PLTU saat proses maupun pada saat selesai pembangunan,"" ujar Kepala Strategic Business Unit (SBU) Perdagangan, Industri dan Kelautan (PIK) Sucofindo Agus Permadi.Baca juga:Ketua Kadin Sebut Australia Mitra Strategis untuk Dorong Ekonomi ASEANSelain PLTU, Sucofindo juga mampu mendukung pemenuhan energi bersih, yaitu dengan melakukan verifikasi TKDN untuk pembangunan pembangkit listrik tenaga surya (PLTS), pembangkit listrik tenaga air (PLTA), pembangkit listrik tenaga mikrohidro (PLTM), pembangkit listrik tenaga bayu (PLTB) dan pembangkit listrik tenaga panas bumi (PLTP). Baca Juga Dunia Dilanda Hari Terpanas pada 3 Juli 2023.""Dalam pembangunannya Sucofindo juga terlibat dalam kajian TKDN sebelum pembangunan PLTS, verifikasi Masterlist PLTS/PLTA/PLTM/PLTB/PLTP dan monitoring dan atau post audit TKDN PLTA/PLTM/PLTS,"" papar Agus.Sebagai salah satu lembaga verifikasi dan validasi capaian TKDN atas barang/jasa produksi dalam negeri, Sucofindo ikut berperan aktif merealisasikan program Peningkatan Penggunaan Produk Dalam Negeri (P3DN) di antaranya dalam bentuk sosialisasi mengenai TKDN kepada kementerian/lembaga, pemerintah daerah, BUMN/BUMD, pelaku usaha, asosiasi dan stakeholder yang terlibat dalam industri.""Sucofindo juga melakukan verifikasi TKDN atas permintaan pelaku usaha maupun penugasan dari pemerintah yang bisa dilakukan melalui aplikasi easyTKDN. Aplikasi ini mampu memudahkan pelaku usaha untuk melakukan registrasi dan memudahkan proses monitoring dan verifikasi,"" imbuhnya.(fdl/fdl)bumnkendaraan listriklistrik","detikFinanceRabu,",2023-07-05 08:38:00+00:00,2023,Rabu,detikFinance
Apakah Panel Surya Bisa Dipasang Sendiri di Rumah?,https://www.detik.com/properti/tips-dan-panduan/d-6806387/apakah-panel-surya-bisa-dipasang-sendiri-di-rumah,Pemasangan Pembangkit Listrik Tenaga Surya (PLTS) di rumah maupun bangunan lainnya sudah mulai banyak dilakukan.,"detikPropertiRabu, 05 Jul 2023 09:00 WIB","Jakarta-Pemasangan Pembangkit Listrik Tenaga Surya (PLTS) ataupanel suryadi rumah maupun bangunan lainnya sudah mulai banyak dilakukan. Hal itu merupakan salah satu cara untuk mengurangi emisi karbon dengan menggunakan energi bersih atau clean energy.Sebagai informasi, PLTS atap merupakan pembangkit listrik tenaga surya yang dipasang di atap atau dinding suatu bangunan berupa rumah, gedung, gudang, maupun tempat parkir pelanggan PLN. Pada PLTS, ada panel surya yang berguna untuk menyerap sinar matahari dan mengubahnya menjadi listrik.Beberapa dari kita mungkin penasaran, apakah panel surya boleh dipasang sendiri di rumah?ADVERTISEMENTSCROLL TO RESUME CONTENTMerujuk pada Panduan Perencanaan dan Pemanfaatan PLTS Atap di Indonesia yang dikeluarkan oleh Kementerian Energi dan Sumber Daya Mineral (ESDM), pemasangan PLTS atap hanya dapat dilakukan oleh badan usaha yang telah terdaftar secara resmi sebagai Badan Usaha Pembangunan dan Pemasangan PLTS.Badan usaha tersebut dapat berbentuk lembaga swasta, lembaga pusat, dan lembaga daerah yang melakukan usaha jasa pembangunan dan pemasangan pembangkit listrik tenaga energi baru lainnya. Adapun daftar lembaga usaha tersebut dapat dilihat melalui website resmi Kementerian ESDM.Pemasangan panel surya yang dilakukan oleh badan usaha diluar daftar yang ada berisiko terhadap kesesuaian konfigurasi sistem yang dipasang dengan standar atau ketentuan yang berlaku. Hal ini dapat membahayakan pelanggan itu sendiri maupun jaringan PLN karena sistem tersebut akan tersambung ke jaringan PLN.Selain itu, dengan menggunakan jasa badan usaha yang terdaftar tersebut, semua tahapan dalam proses pengajuan pemasangan panel surya kepada PLN hingga penyambungan meter ekspor impor dapat dibantu atau difasilitasi secara langsung oleh lembaga tersebut.Baca juga:Bidik RI, Perusahaan AS Mau Garap Proyek Energi Rp 7,5 TriliunTanggung jawab lembaga usaha yang boleh bangun dan pasang panel surya Adapun, lembaga tersebut mempunyai tanggung jawab utama untuk memastikan instalasi panel surya yang terpasang memenuhi kaidah keselamatan dan kesehatan (K2), baik dalam proses pemasangannya maupun terkait interkoneksinya ke jaringan PLN.Apa aja sih tanggung jawab lainnya? Berikut daftarnya:•Mendesain pemasangan panel surya sesuai dengan bentuk atap rumah atau bangunan• Mempersiapkan dokumen-dokumen yang diperlukan• Membantu proses pendaftaran dan perizinan untuk pemasangan panel surya atap• Memasang panel surya atap dan mengurus uji kelayakan sesuai dengan ketentuan yang berlaku• Komisioning PLTS atap ke jaringan listrik PLNNah, bagi kalian yang ingin memasang panel surya di rumah, ada baiknya untuk mengecek lembaga yang sudah terverifikasi. Semoga informasinya bermanfaat ya detikers!(dna/dna)pltsplts atappanel suryaproperti updateberita properti","detikPropertiRabu,",2023-07-05 02:00:00+00:00,2023,Rabu,detikProperti
Strategi Kemenperin Selamatkan Industri Tekstil RI yang Babak Belur,https://finance.detik.com/industri/d-6789653/strategi-kemenperin-selamatkan-industri-tekstil-ri-yang-babak-belur,Kemenperin menyiapkan sejumlah strategi untuk industri Tekstil dan Produk Tekstil (TPT) yang saat ini terkontraksi dan mengalami penurunan ekspor.,"detikFinanceJumat, 23 Jun 2023 22:56 WIB","Jakarta-Kementerian Perindustrian (Kemenperin) menyiapkan sejumlah strategi untuk industri Tekstil dan Produk Tekstil (TPT) yang saat ini terkontraksi dan mengalami penurunan ekspor. Kondisi ini tidak lepas dari situasi ekonomi dunia yang pertumbuhannya diprediksi International Monetary Fund (IMF) melambat menjadi 2,9% pada 2023.Bank Indonesia juga memprediksi perlambatan Produk Domestik Bruto (PDB) Amerika Serikat tahun 2023 sebesar 0,9% dibandingkan tahun sebelumnya. Hal yang sama juga terjadi pada kawasan Eropa dan negara tujuan ekspor lainnya.Kondisi tersebut disebut berdampak pada kinerja Industri TPT nasional yang memiliki tujuan utama ekspor ke Amerika Serikat dan Eropa. Pada periode Januari-April 2023, tercatat penurunan nilai ekspor TPT mencapai US$ 3,7 miliar. Jumlah ini turun 28,44% dibandingkan periode yang sama tahun sebelumnya sebesar US$ 5,1 miliar.ADVERTISEMENTSCROLL TO RESUME CONTENTPasar produk TPT juga diketahui mengalami serbuan impor dari China. China mengalami penumpukan inventory akibat menurunnya permintaan dari Amerika Serikat dan Eropa, sehingga mulai mencari negara pasar baru untuk menampung hasil produksinya, termasuk Indonesia.Baca juga:Waduh! Puluhan Ribu Buruh Terancam Kena PHK Perusahaan Tekstil hingga Makanan""Apalagi Indonesia memiliki pertumbuhan ekonomi yang cenderung stabil dan populasi penduduk yang besar. Hal ini menjadikan kita sebagai tujuan pasar yang potensial bagi produk TPT asal China,"" ujar Menteri Perindustrian Agus Gumiwang Kartasasmita dalam keterangan tertulis, Jumat (23/6/2023).Menurut Agus, situasi ini mengancam industri TPT dalam negeri. Oleh karena itu, pemerintah diharap segera mengambil kebijakan pengamanan pasar dalam negeri demi meminimalisasi dampak menurunnya permintaan dan potensi dumping dari China.""Kami memperoleh laporan bahwa industri serat mulai mengurangi produksinya. Hal ini terjadi karena impor serat dan filamen sintetis, serta kain yang mulai membanjiri pasar dalam negeri,"" jelasnya.Ia menyebut kinerja industri TPT yang menurun turut membuat pengurangan tenaga kerja cukup signifikan. Hingga saat ini, terjadi pengurangan tenaga kerja berupa Pemutusan Hubungan Kerja (PHK) di sektor industri TPT hingga 70 ribu orang.Baca juga:Kemenperin Buka Suara Soal Rencana Eropa Larang Produksi Plastik VirginAgus mengungkapkan pihaknya akan mengambil kebijakan mitigasi berupa kebijakan jangka pendek, yakni dengan meningkatkan pengawasan pasar TPT dalam negeri dan berkoordinasi dengan pemangku kepentingan terkait.Kemenperin juga menyiapkan kebijakan jangka panjang dengan menjaga pasar TPT dalam negeri, meningkatkan kinerja industri TPT, dan melakukan konektivitas industri TPT dari hulu, antara, hingga ke hilirnya.Klik halaman selanjutnya >>Halaman12SelanjutnyaSimak Video ""Jokowi Larang Pakaian Bekas Impor, APSyFI Harap Tak Cuman di Level Eceran""[Gambas:Video 20detik]industri tekstiltekstilkemenperin","detikFinanceJumat,",2023-06-23 15:56:00+00:00,2023,Jumat,detikFinance
"Sekdis ESDM Sulbar Ditetapkan Tersangka Korupsi Proyek PLTS Rp 322,6 Juta",https://www.detik.com/sulsel/hukum-dan-kriminal/d-6789326/sekdis-esdm-sulbar-ditetapkan-tersangka-korupsi-proyek-plts-rp-3226-juta,"Sekdis ESDM Sulbar Patrik Galampo ditetapkan tersangka kasus korupsi pembangunan PLTS. Perbuatan tersangka mengakibatkan kerugian negara sebesar Rp 322,6 juta.","detikSulselJumat, 23 Jun 2023 19:05 WIB","Mamuju-Sekretaris Dinas (Sekdis) Energi dan Sumber Daya Mineral (ESDM)Sulawesi Barat(Sulbar), Patrik Galampo ditetapkan tersangka kasus korupsi pembangunan Pembangkit Listrik Tenaga Surya (PLTS). Perbuatan tersangka mengakibatkan kerugian negara sebesar Rp 322,6 juta.""Dinas ESDM Provinsi Sulbar pada tahun anggaran 2018 mengadakan kegiatan pembangunan pembangkit listrik tenaga surya di Mamuju yang dilaksanakan oleh PT Priyaka Karya,"" ujar Kabid Humas Polda Sulbar Kombes Syamsu Ridwan kepada wartawan, Jumat (23/6/2023).Syamsu mengatakan dugaan korupsi ini ditangani penyidik berdasarkan LP-A/26/II/2022/SPKT Ditkrimsus/Polda Sulbar pada 15 Februari 2022. Polisi juga menetapkan SP selaku penyedia jasa konstruksi di proyek tersebut sebagai tersangka.ADVERTISEMENTSCROLL TO RESUME CONTENT""Ditetapkan tersangka 16 Juni 2023, PG (Patrik Galampo) dan SP,"" terangnya.Syamsu menjelaskan PT Priya Karya mengerjakan proyek tersebut dengan nilai kontrak Rp 2.206.330.500 bertempat di Desa Kinatang, Kecamatan Bonehau, Mamuju. Hanya saja pengerjaannya tidak sesuai dengan rancangan anggaran belanja (RAB) dan kontrak sehingga menimbulkan kerugian negara.""Perencanaan kegiatan sudah dibuat tidak dengan sebenarnya. Di mana dalam dokumen perencanaan dijelaskan ada 36 unit rumah hunian dan 1 gereja namun faktanya hanya ada 12 unit rumah dan 1 gereja,"" bebernya.""Berdasarkan perhitungan kerugian negara terjadi penyimpangan yang menimbulkan kerugian negara senilai Rp 322.660.800,"" tambah Syamsu.Baca juga:Petani di Polman Tebas Tetangga Usai Cekcok Kepemilikan Tali Pengikat SapiMenurutnya, tersangka SP dalam kasus ini berperan selaku penyedia, namun tidak pernah datang dan melihat langsung pelaksanaan pengerjaan, serta tidak melibatkan personel inti. Sementara Patrik Galampo selaku PPTK membuat laporan palsu terkait proyek tersebut.""PPTK mengetahui adanya beberapa rumah tidak layak huni serta mengetahui adanya peralatan kelistrikan dan pengkabelan yang mengalami kekurangan volume dan tidak sesuai dengan kontrak. Dari semua celah tersebut PG selaku PPTK tetap menyusun laporan akhir tahun kegiatan PLTS dimaksud sudah terpasang dan selesai,"" ungkapnya.Baca juga:2 Pria Donggala Jadi Kurir Narkoba Ditangkap saat Bawa Sabu di PasangkayuSementara Kasubdit Tipikor Polda Sulbar AKBP Hengky menambahkan kasus dugaan korupsi proyek PLTS masih dalam pengembangan. Pihaknya mengungkap kemungkinan adanya tersangka lain yang ikut terlibat.""Kemungkinan masih ada tersangka lain, itu masih didalami, nanti akan dirilis,"" jelas Hengky.Atas perbuatannya, kedua tersangka yang kini ditahan di Polda Sulbar dijerat dengan pasal 2 Undang-undang Nomor 31 tahun 1999 sebagaimana telah diubah ke Undang-undang Nomor 20 tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi. Keduanya terancam hukuman penjara seumur hidup atau paling singkat 4 tahun dan paling lama 20 tahun.Simak Video ""Fakta Kasus Korupsi BTS Kominfo yang Jerat Johnny G Plate""[Gambas:Video 20detik](sar/ata)kasus korupsikorupsi proyek pltsdinas esdm sulbarsekdis esdm sulbar tersangka korupsisulbar","detikSulselJumat,",2023-06-23 12:05:00+00:00,2023,Jumat,detikSulsel
